Hugo_Symbol	refseq.ID	protein.ID	aa.length
ANKRD5	NM_022096	NP_071379	776
ANKRD50	NM_020337	NP_065070	1429
ANKRD52	NM_173595	NP_775866	1076
ANKRD53	NM_001115116	NP_001108588	530
ANKRD54	NM_138797	NP_620152	300
ANKRD55	NM_024669	NP_078945	614
ANKRD6	NM_001242809	NP_001229738	727
ANKRD63	NM_001190479	NP_001177408	380
ANKRD65	NM_001145210	NP_001138682	399
ANKRD7	NM_019644	NP_062618	254
ANKRD9	NM_152326	NP_689539	317
ANKS1A	NM_015245	NP_056060	1134
ANKS1B	NM_152788	NP_690001	1248
ANKS3	NM_133450	NP_597707	656
ANKS4B	NM_145865	NP_665872	417
ANKS6	NM_173551	NP_775822	871
ANKUB1	NM_001144960	NP_001138432	544
ANKZF1	NM_018089	NP_060559	726
ANLN	NM_018685	NP_061155	1124
ANO1	NM_018043	NP_060513	986
ANO10	NM_018075	NP_060545	660
ANO2	NM_020373	NP_065106	998
ANO3	NM_031418	NP_113606	981
ANO4	NM_178826	NP_849148	920
ANO5	NM_213599	NP_998764	913
ANO6	NM_001204803	NP_001191732	931
ANO7	NM_001001891	NP_001001891	933
ANO8	NM_020959	NP_066010	1232
ANO9	NM_001012302	NP_001012302	782
ANP32A	NM_006305	NP_006296	249
ANP32B	NM_006401	NP_006392	251
ANP32C	NM_012403	NP_036535	234
ANP32D	NM_012404	NP_036536	131
ANP32E	NM_030920	NP_112182	268
ANPEP	NM_001150	NP_001141	967
ANTXR1	NM_032208	NP_115584	564
ANTXR2	NM_001145794	NP_001139266	489
ANXA1	NM_000700	NP_000691	346
ANXA10	NM_007193	NP_009124	324
ANXA11	NM_001157	NP_001148	505
ANXA13	NM_001003954	NP_001003954	357
ANXA2	NM_001002858	NP_001002858	357
ANXA3	NM_005139	NP_005130	323
ANXA4	NM_001153	NP_001144	321
ANXA5	NM_001154	NP_001145	320
ANXA6	NM_001155	NP_001146	673
ANXA7	NM_004034	NP_004025	488
ANXA8	NM_001040084	NP_001035173	327
ANXA8L1	NM_001098845	NP_001092315	327
ANXA8L2	NM_001630	NP_001621	327
ANXA9	NM_003568	NP_003559	345
AOAH	NM_001177506	NP_001170977	688
AOC2	NM_009590	NP_033720	756
AOC3	NM_003734	NP_003725	763
AOX1	NM_001159	NP_001150	1338
AP1AR	NM_001128426	NP_001121898	269
AP1B1	NM_001127	NP_001118	949
AP1G1	NM_001030007	NP_001025178	825
AP1G2	NM_003917	NP_003908	785
AP1M1	NM_001130524	NP_001123996	435
AP1M2	NM_005498	NP_005489	423
AP1S1	NM_001283	NP_001274	158
AP1S2	NM_003916	NP_003907	157
AP1S3	NM_001039569	NP_001034658	154
AP2A1	NM_014203	NP_055018	977
AP2A2	NM_001242837	NP_001229766	940
AP2B1	NM_001030006	NP_001025177	951
AP2M1	NM_004068	NP_004059	435
AP2S1	NM_004069	NP_004060	142
AP3B1	NM_003664	NP_003655	1094
AP3B2	NM_004644	NP_004635	1082
AP3D1	NM_001261826	NP_001248755	1215
AP3M1	NM_207012	NP_996895	418
AP3M2	NM_006803	NP_006794	418
AP3S1	NM_001284	NP_001275	193
AP3S2	NM_005829	NP_005820	193
AP4B1	NM_006594	NP_006585	739
AP4E1	NM_007347	NP_031373	1137
AP4M1	NM_004722	NP_004713	453
AP4S1	NM_007077	NP_009008	159
AP5M1	NM_018229	NP_060699	490
APAF1	NM_181861	NP_863651	1248
APBA1	NM_001163	NP_001154	837
APBA2	NM_005503	NP_005494	749
APBA3	NM_004886	NP_004877	575
APBB1	NM_001164	NP_001155	710
APBB1IP	NM_019043	NP_061916	666
APBB2	NM_004307	NP_004298	759
APBB3	NM_006051	NP_006042	493
APC	NM_001127510	NP_001120982	2843
APC2	NM_005883	NP_005874	2303
APCS	NM_001639	NP_001630	223
APEH	NM_001640	NP_001631	732
APEX1	NM_001641	NP_001632	318
APEX2	NM_014481	NP_055296	518
APH1A	NM_001077628	NP_001071096	265
APH1B	NM_031301	NP_112591	257
API5	NM_001142930	NP_001136402	524
APIP	NM_015957	NP_057041	242
APITD1	NM_199294	NP_954988	138
APITD1-CORT	NM_198544	NP_940946	164
APLF	NM_173545	NP_775816	511
APLNR	NM_005161	NP_005152	380
APLP1	NM_001024807	NP_001019978	651
APLP2	NM_001642	NP_001633	763
APMAP	NM_020531	NP_065392	416
APOA1	NM_000039	NP_000030	267
APOA1BP	NM_144772	NP_658985	288
APOA2	NM_001643	NP_001634	100
APOA4	NM_000482	NP_000473	396
APOA5	NM_001166598	NP_001160070	366
APOB	NM_000384	NP_000375	4563
APOBEC1	NM_001644	NP_001635	236
APOBEC2	NM_006789	NP_006780	224
APOBEC3A	NM_145699	NP_663745	199
APOBEC3A_B	NM_001193289	NP_001180218	199
APOBEC3B	NM_004900	NP_004891	382
APOBEC3C	NM_014508	NP_055323	190
APOBEC3D	NM_152426	NP_689639	386
APOBEC3F	NM_145298	NP_660341	373
APOBEC3G	NM_021822	NP_068594	384
APOBEC3H	NM_001166003	NP_001159475	200
APOBEC4	NM_203454	NP_982279	367
APOC1	NM_001645	NP_001636	83
APOC2	NM_000483	NP_000474	101
APOC3	NM_000040	NP_000031	99
APOD	NM_001647	NP_001638	189
APOE	NM_000041	NP_000032	317
APOH	NM_000042	NP_000033	345
APOL1	NM_145343	NP_663318	414
APOL2	NM_145637	NP_663612	337
APOL3	NM_145640	NP_663615	402
APOL4	NM_145660	NP_663693	351
APOL5	NM_030642	NP_085145	433
APOL6	NM_030641	NP_085144	343
APOM	NM_019101	NP_061974	188
APOO	NM_024122	NP_077027	198
APOOL	NM_198450	NP_940852	268
APOPT1	NM_032374	NP_115750	206
APP	NM_000484	NP_000475	770
APPBP2	NM_006380	NP_006371	585
APPL1	NM_012096	NP_036228	709
APPL2	NM_001251904	NP_001238833	670
APRT	NM_000485	NP_000476	180
APTX	NM_001195248	NP_001182177	356
AQP1	NM_198098	NP_932766	269
AQP10	NM_080429	NP_536354	301
AQP11	NM_173039	NP_766627	271
AQP12A	NM_198998	NP_945349	295
AQP12B	NM_001102467	NP_001095937	307
AQP2	NM_000486	NP_000477	271
AQP3	NM_004925	NP_004916	292
AQP4	NM_001650	NP_001641	323
AQP5	NM_001651	NP_001642	265
AQP6	NM_001652	NP_001643	282
AQP7	NM_001170	NP_001161	342
AQP8	NM_001169	NP_001160	261
AQP9	NM_020980	NP_066190	295
AQPEP	NM_173800	NP_776161	990
AQR	NM_014691	NP_055506	1485
AR	NM_000044	NP_000035	920
ARAF	NM_001256196	NP_001243125	609
ARAP1	NM_001040118	NP_001035207	1450
ARAP2	NM_015230	NP_056045	1704
ARAP3	NM_022481	NP_071926	1544
ARCN1	NM_001655	NP_001646	511
AREG	NM_001657	NP_001648	252
ARF1	NM_001658	NP_001649	181
ARF3	NM_001659	NP_001650	181
ARF4	NM_001660	NP_001651	180
ARF5	NM_001662	NP_001653	180
ARF6	NM_001663	NP_001654	175
ARFGAP1	NM_175609	NP_783202	414
ARFGAP2	NM_032389	NP_115765	521
ARFGAP3	NM_014570	NP_055385	516
ARFGEF1	NM_006421	NP_006412	1849
ARFGEF2	NM_006420	NP_006411	1785
ARFIP1	NM_001025595	NP_001020766	373
ARFIP2	NM_001242854	NP_001229783	374
ARFRP1	NM_003224	NP_003215	201
ARG1	NM_001244438	NP_001231367	330
ARG2	NM_001172	NP_001163	354
ARGFX	NM_001012659	NP_001012677	315
ARHGAP1	NM_004308	NP_004299	439
ARHGAP10	NM_024605	NP_078881	786
ARHGAP11A	NM_014783	NP_055598	1023
ARHGAP11B	NM_001039841	NP_001034930	267
ARHGAP12	NM_018287	NP_060757	846
ARHGAP15	NM_018460	NP_060930	475
ARHGAP17	NM_001006634	NP_001006635	881
ARHGAP18	NM_033515	NP_277050	663
ARHGAP19	NM_032900	NP_116289	494
ARHGAP20	NM_020809	NP_065860	1191
ARHGAP21	NM_020824	NP_065875	1958
ARHGAP22	NM_001256024	NP_001242953	714
ARHGAP23	NM_001199417	NP_001186346	1491
ARHGAP24	NM_001025616	NP_001020787	748
ARHGAP25	NM_001007231	NP_001007232	646
ARHGAP26	NM_015071	NP_055886	814
ARHGAP27	NM_199282	NP_954976	548
ARHGAP28	NM_001010000	NP_001010000	570
ARHGAP29	NM_004815	NP_004806	1261
ARHGAP30	NM_001025598	NP_001020769	1101
ARHGAP31	NM_020754	NP_065805	1444
ARHGAP32	NM_001142685	NP_001136157	2087
ARHGAP33	NM_052948	NP_443180	1126
ARHGAP35	NM_004491	NP_004482	1499
ARHGAP36	NM_144967	NP_659404	547
ARHGAP39	NM_025251	NP_079527	1114
ARHGAP4	NM_001164741	NP_001158213	986
ARHGAP40	NM_001164431	NP_001157903	674
ARHGAP42	NM_152432	NP_689645	874
ARHGAP44	NM_014859	NP_055674	818
ARHGAP5	NM_001030055	NP_001025226	1502
ARHGAP6	NM_013427	NP_038286	974
ARHGAP8	NM_001017526	NP_001017526	464
ARHGAP9	NM_032496	NP_115885	731
ARHGDIA	NM_001185077	NP_001172006	204
ARHGDIB	NM_001175	NP_001166	201
ARHGDIG	NM_001176	NP_001167	225
ARHGEF1	NM_199002	NP_945353	927
ARHGEF10	NM_014629	NP_055444	1344
ARHGEF10L	NM_018125	NP_060595	1279
ARHGEF11	NM_198236	NP_937879	1562
ARHGEF12	NM_015313	NP_056128	1544
ARHGEF15	NM_173728	NP_776089	841
ARHGEF16	NM_014448	NP_055263	709
ARHGEF17	NM_014786	NP_055601	2063
ARHGEF18	NM_001130955	NP_001124427	1173
ARHGEF19	NM_153213	NP_694945	802
ARHGEF2	NM_001162383	NP_001155855	986
ARHGEF25	NM_001111270	NP_001104740	619
ARHGEF26	NM_015595	NP_056410	871
ARHGEF28	NM_001080479	NP_001073948	1731
ARHGEF3	NM_001128615	NP_001122087	558
ARHGEF33	NM_001145451	NP_001138923	870
ARHGEF37	NM_001001669	NP_001001669	675
ARHGEF38	NM_001242729	NP_001229658	777
ARHGEF39	NM_032818	NP_116207	335
ARHGEF4	NM_015320	NP_056135	690
ARHGEF40	NM_018071	NP_060541	1519
ARHGEF5	NM_005435	NP_005426	1597
ARHGEF6	NM_004840	NP_004831	776
ARHGEF7	NM_001113511	NP_001106983	803
ARHGEF9	NM_015185	NP_056000	516
ARID1A	NM_006015	NP_006006	2285
ARID1B	NM_020732	NP_065783	2249
ARID2	NM_152641	NP_689854	1835
ARID3A	NM_005224	NP_005215	593
ARID3B	NM_006465	NP_006456	560
ARID3C	NM_001017363	NP_001017363	412
ARID4A	NM_002892	NP_002883	1257
ARID4B	NM_016374	NP_057458	1312
ARID5A	NM_212481	NP_997646	594
ARID5B	NM_032199	NP_115575	1188
ARIH1	NM_005744	NP_005735	557
ARIH2	NM_006321	NP_006312	493
ARL1	NM_001177	NP_001168	181
ARL10	NM_173664	NP_775935	244
ARL11	NM_138450	NP_612459	196
ARL13A	NM_001012990	NP_001013008	290
ARL13B	NM_182896	NP_878899	428
ARL14	NM_025047	NP_079323	192
ARL15	NM_019087	NP_061960	204
ARL16	NM_001040025	NP_001035114	197
ARL17A	NM_001113738	NP_001107210	177
ARL17B	NM_001039083	NP_001034172	177
ARL2	NM_001667	NP_001658	184
ARL2BP	NM_012106	NP_036238	163
ARL3	NM_004311	NP_004302	182
ARL4A	NM_212460	NP_997625	200
ARL4C	NM_005737	NP_005728	192
ARL4D	NM_001661	NP_001652	201
ARL5A	NM_012097	NP_036229	179
ARL5B	NM_178815	NP_848930	179
ARL5C	NM_001143968	NP_001137440	179
ARL6	NM_177976	NP_816931	186
ARL6IP1	NM_015161	NP_055976	203
ARL6IP4	NM_018694	NP_061164	360
ARL6IP5	NM_006407	NP_006398	188
ARL8A	NM_138795	NP_620150	186
ARL8B	NM_018184	NP_060654	186
ARL9	NM_206919	NP_996802	123
ARMC1	NM_018120	NP_060590	282
ARMC10	NM_031905	NP_114111	343
ARMC12	NM_145028	NP_659465	367
ARMC2	NM_032131	NP_115507	867
ARMC3	NM_173081	NP_775104	872
ARMC4	NM_018076	NP_060546	1044
ARMC5	NM_001105247	NP_001098717	935
ARMC6	NM_001199196	NP_001186125	501
ARMC7	NM_024585	NP_078861	198
ARMC8	NM_015396	NP_056211	659
ARMC9	NM_001271466	NP_001258395	818
ARMCX1	NM_016608	NP_057692	453
ARMCX2	NM_177949	NP_808818	632
ARMCX3	NM_016607	NP_057691	379
ARMCX4	NM_001256155	NP_001243084	2290
ARMCX5	NM_022838	NP_073749	558
ARMCX5-GPRASP2	NM_001199818	NP_001186747	838
ARMCX6	NM_001184768	NP_001171697	300
ARNT	NM_001668	NP_001659	789
ARNT2	NM_014862	NP_055677	717
ARNTL	NM_001178	NP_001169	625
ARNTL2	NM_020183	NP_064568	636
ARPC1A	NM_006409	NP_006400	370
ARPC1B	NM_005720	NP_005711	372
ARPC2	NM_005731	NP_005722	300
ARPC3	NM_005719	NP_005710	178
ARPC4	NM_001198780	NP_001185709	187
ARPC4-TTLL3	NM_001198793	NP_001185722	625
ARPC5	NM_001270439	NP_001257368	154
ARPC5L	NM_030978	NP_112240	153
ARPP19	NM_006628	NP_006619	112
ARPP21	NM_001267619	NP_001254548	813
ARR3	NM_004312	NP_004303	388
ARRB1	NM_004041	NP_004032	418
ARRB2	NM_001257328	NP_001244257	430
ARRDC1	NM_152285	NP_689498	433
ARRDC2	NM_015683	NP_056498	407
ARRDC3	NM_020801	NP_065852	414
ARRDC4	NM_183376	NP_899232	418
ARRDC5	NM_001080523	NP_001073992	342
ARSA	NM_000487	NP_000478	509
ARSB	NM_000046	NP_000037	533
ARSD	NM_001669	NP_001660	593
ARSE	NM_000047	NP_000038	589
ARSF	NM_004042	NP_004033	590
ARSG	NM_014960	NP_055775	525
ARSH	NM_001011719	NP_001011719	562
ARSI	NM_001012301	NP_001012301	569
ARSJ	NM_024590	NP_078866	599
ARSK	NM_198150	NP_937793	536
ART1	NM_004314	NP_004305	327
ART3	NM_001130016	NP_001123488	389
ART4	NM_021071	NP_066549	314
ART5	NM_001079536	NP_001073004	291
ARTN	NM_057090	NP_476431	228
ARV1	NM_022786	NP_073623	271
ARVCF	NM_001670	NP_001661	962
ARX	NM_139058	NP_620689	562
AS3MT	NM_020682	NP_065733	375
ASAH1	NM_004315	NP_004306	411
ASAH2	NM_019893	NP_063946	780
ASAH2B	NM_001079516	NP_001072984	165
ASAP1	NM_018482	NP_060952	1129
ASAP2	NM_003887	NP_003878	1006
ASAP3	NM_017707	NP_060177	903
ASB1	NM_001040445	NP_001035535	335
ASB10	NM_001142459	NP_001135931	467
ASB11	NM_080873	NP_543149	323
ASB12	NM_130388	NP_569059	318
ASB13	NM_024701	NP_078977	278
ASB14	NM_001142733	NP_001136205	587
ASB15	NM_080928	NP_563616	588
ASB16	NM_080863	NP_543139	453
ASB17	NM_080868	NP_543144	295
ASB18	NM_212556	NP_997721	466
ASB2	NM_001202429	NP_001189358	635
ASB3	NM_016115	NP_057199	518
ASB4	NM_016116	NP_057200	426
ASB5	NM_080874	NP_543150	329
ASB6	NM_017873	NP_060343	421
ASB7	NM_198243	NP_937886	318
ASB8	NM_024095	NP_077000	288
ASB9	NM_001031739	NP_001026909	294
ASCC1	NM_001198799	NP_001185728	400
ASCC2	NM_032204	NP_115580	757
ASCC3	NM_006828	NP_006819	2202
ASCL1	NM_004316	NP_004307	236
ASCL2	NM_005170	NP_005161	193
ASCL3	NM_020646	NP_065697	181
ASCL4	NM_203436	NP_982260	173
ASCL5	NM_001270601	NP_001257530	206
ASF1A	NM_014034	NP_054753	204
ASF1B	NM_018154	NP_060624	202
ASGR1	NM_001671	NP_001662	291
ASGR2	NM_080912	NP_550434	311
ASH1L	NM_018489	NP_060959	2964
ASH2L	NM_004674	NP_004665	628
ASIC1	NM_020039	NP_064423	574
ASIC2	NM_183377	NP_899233	563
ASIC3	NM_020321	NP_064717	549
ASIC4	NM_182847	NP_878267	647
ASIC5	NM_017419	NP_059115	505
ASIP	NM_001672	NP_001663	132
ASL	NM_001024943	NP_001020114	464
ASMT	NM_004043	NP_004034	373
ASMTL	NM_004192	NP_004183	621
ASNA1	NM_004317	NP_004308	348
ASNS	NM_001673	NP_001664	561
ASNSD1	NM_019048	NP_061921	643
ASPA	NM_001128085	NP_001121557	313
ASPDH	NM_001114598	NP_001108070	283
ASPG	NM_001080464	NP_001073933	573
ASPH	NM_004318	NP_004309	758
ASPHD1	NM_181718	NP_859069	390
ASPHD2	NM_020437	NP_065170	369
ASPM	NM_018136	NP_060606	3477
ASPN	NM_017680	NP_060150	379
ASPRV1	NM_152792	NP_690005	343
ASPSCR1	NM_001251888	NP_001238817	647
ASRGL1	NM_025080	NP_079356	308
ASS1	NM_054012	NP_446464	412
ASTE1	NM_014065	NP_054784	679
ASTL	NM_001002036	NP_001002036	431
ASTN1	NM_004319	NP_004310	1294
ASTN2	NM_014010	NP_054729	1288
ASUN	NM_018164	NP_060634	706
ASXL1	NM_015338	NP_056153	1541
ASXL2	NM_018263	NP_060733	1435
ASXL3	NM_030632	NP_085135	2248
ASZ1	NM_130768	NP_570124	475
ATAD1	NM_032810	NP_116199	361
ATAD2	NM_014109	NP_054828	1390
ATAD2B	NM_017552	NP_060022	1458
ATAD3A	NM_018188	NP_060658	634
ATAD3B	NM_031921	NP_114127	648
ATAD3C	NM_001039211	NP_001034300	411
ATAD5	NM_024857	NP_079133	1844
ATAT1	NM_001031722	NP_001026892	409
ATCAY	NM_033064	NP_149053	371
ATE1	NM_007041	NP_008972	518
ATF1	NM_005171	NP_005162	271
ATF2	NM_001880	NP_001871	505
ATF3	NM_001674	NP_001665	181
ATF4	NM_182810	NP_877962	351
ATF5	NM_012068	NP_036200	282
ATF6	NM_007348	NP_031374	670
ATF6B	NM_004381	NP_004372	703
ATF7	NM_006856	NP_006847	483
ATF7IP	NM_018179	NP_060649	1270
ATG10	NM_031482	NP_113670	220
ATG12	NM_004707	NP_004698	140
ATG13	NM_001205119	NP_001192048	550
ATG14	NM_014924	NP_055739	492
ATG16L1	NM_030803	NP_110430	607
ATG16L2	NM_033388	NP_203746	619
ATG2A	NM_015104	NP_055919	1938
ATG2B	NM_018036	NP_060506	2078
ATG3	NM_022488	NP_071933	314
ATG4A	NM_052936	NP_443168	398
ATG4B	NM_013325	NP_037457	393
ATG4C	NM_032852	NP_116241	458
ATG4D	NM_032885	NP_116274	474
ATG5	NM_004849	NP_004840	275
ATG7	NM_006395	NP_006386	703
ATG9A	NM_001077198	NP_001070666	839
ATG9B	NM_173681	NP_775952	924
ATHL1	NM_025092	NP_079368	737
ATIC	NM_004044	NP_004035	592
ATL1	NM_015915	NP_056999	558
ATL2	NM_001135673	NP_001129145	583
ATL3	NM_015459	NP_056274	541
ATM	NM_000051	NP_000042	3056
ATN1	NM_001940	NP_001931	1190
ATOH1	NM_005172	NP_005163	354
ATOH7	NM_145178	NP_660161	152
ATOH8	NM_032827	NP_116216	321
ATOX1	NM_004045	NP_004036	68
ATP10A	NM_024490	NP_077816	1499
ATP10B	NM_025153	NP_079429	1461
ATP10D	NM_020453	NP_065186	1426
ATP11A	NM_032189	NP_115565	1191
ATP11B	NM_014616	NP_055431	1177
ATP11C	NM_173694	NP_775965	1132
ATP12A	NM_001185085	NP_001172014	1045
ATP13A1	NM_020410	NP_065143	1204
ATP13A2	NM_022089	NP_071372	1180
ATP13A3	NM_024524	NP_078800	1226
ATP13A4	NM_032279	NP_115655	1196
ATP13A5	NM_198505	NP_940907	1218
ATP1A1	NM_000701	NP_000692	1023
ATP1A2	NM_000702	NP_000693	1020
ATP1A3	NM_001256214	NP_001243143	1026
ATP1A4	NM_144699	NP_653300	1029
ATP1B1	NM_001677	NP_001668	303
ATP1B2	NM_001678	NP_001669	290
ATP1B3	NM_001679	NP_001670	279
ATP1B4	NM_001142447	NP_001135919	357
ATP2A1	NM_173201	NP_775293	1001
ATP2A2	NM_170665	NP_733765	1042
ATP2A3	NM_174953	NP_777613	1052
ATP2B1	NM_001682	NP_001673	1220
ATP2B2	NM_001001331	NP_001001331	1243
ATP2B3	NM_001001344	NP_001001344	1220
ATP2B4	NM_001684	NP_001675	1205
ATP2C1	NM_001199180	NP_001186109	973
ATP2C2	NM_014861	NP_055676	946
ATP4A	NM_000704	NP_000695	1035
ATP4B	NM_000705	NP_000696	291
ATP5A1	NM_004046	NP_004037	553
ATP5B	NM_001686	NP_001677	529
ATP5C1	NM_001001973	NP_001001973	298
ATP5D	NM_001687	NP_001678	168
ATP5E	NM_006886	NP_008817	51
ATP5F1	NM_001688	NP_001679	256
ATP5G1	NM_005175	NP_005166	136
ATP5G2	NM_005176	NP_005167	198
ATP5G3	NM_001002258	NP_001002258	142
ATP5H	NM_006356	NP_006347	161
ATP5I	NM_007100	NP_009031	69
ATP5J	NM_001003701	NP_001003701	116
ATP5J2	NM_004889	NP_004880	94
ATP5J2-PTCD1	NM_001198879	NP_001185808	749
ATP5L	NM_006476	NP_006467	103
ATP5L2	NM_001165877	NP_001159349	100
ATP5O	NM_001697	NP_001688	213
ATP5SL	NM_001167871	NP_001161343	230
ATP6AP1	NM_001183	NP_001174	470
ATP6AP1L	NM_001017971	NP_001017971	224
ATP6AP2	NM_005765	NP_005756	350
ATP6V0A1	NM_001130020	NP_001123492	838
ATP6V0A2	NM_012463	NP_036595	856
ATP6V0A4	NM_020632	NP_065683	840
ATP6V0B	NM_004047	NP_004038	205
ATP6V0C	NM_001694	NP_001685	155
ATP6V0D1	NM_004691	NP_004682	351
ATP6V0D2	NM_152565	NP_689778	350
ATP6V0E1	NM_003945	NP_003936	81
ATP6V0E2	NM_001100592	NP_001094062	213
ATP6V1A	NM_001690	NP_001681	617
ATP6V1B1	NM_001692	NP_001683	513
ATP6V1B2	NM_001693	NP_001684	511
ATP6V1C1	NM_001695	NP_001686	382
ATP6V1C2	NM_001039362	NP_001034451	427
ATP6V1D	NM_015994	NP_057078	247
ATP6V1E1	NM_001696	NP_001687	226
ATP6V1E2	NM_080653	NP_542384	226
ATP6V1F	NM_001198909	NP_001185838	147
ATP6V1G1	NM_004888	NP_004879	118
ATP6V1G2	NM_130463	NP_569730	118
ATP6V1G3	NM_133262	NP_573569	118
ATP6V1H	NM_015941	NP_057025	483
ATP7A	NM_000052	NP_000043	1500
ATP7B	NM_000053	NP_000044	1465
ATP8A1	NM_006095	NP_006086	1164
ATP8A2	NM_016529	NP_057613	1188
ATP8B1	NM_005603	NP_005594	1251
ATP8B2	NM_020452	NP_065185	1223
ATP8B3	NM_138813	NP_620168	1300
ATP8B4	NM_024837	NP_079113	1192
ATP9A	NM_006045	NP_006036	1047
ATP9B	NM_198531	NP_940933	1147
ATPAF1	NM_022745	NP_073582	351
ATPAF2	NM_145691	NP_663729	289
ATPBD4	NM_080650	NP_542381	267
ATPIF1	NM_016311	NP_057395	106
ATR	NM_001184	NP_001175	2644
ATRIP	NM_130384	NP_569055	791
ATRN	NM_139321	NP_647537	1429
ATRNL1	NM_207303	NP_997186	1379
ATRX	NM_000489	NP_000480	2492
ATXN1	NM_000332	NP_000323	815
ATXN10	NM_013236	NP_037368	475
ATXN1L	NM_001137675	NP_001131147	689
ATXN2	NM_002973	NP_002964	1313
ATXN2L	NM_148414	NP_680780	1097
ATXN3	NM_004993	NP_004984	361
ATXN3L	NM_001135995	NP_001129467	355
ATXN7	NM_001177387	NP_001170858	945
ATXN7L1	NM_020725	NP_065776	861
ATXN7L2	NM_153340	NP_699171	722
ATXN7L3	NM_020218	NP_064603	354
AUH	NM_001698	NP_001689	339
AUP1	NM_181575	NP_853553	410
AURKA	NM_003600	NP_003591	403
AURKAIP1	NM_017900	NP_060370	199
AURKB	NM_004217	NP_004208	344
AURKC	NM_001015878	NP_001015878	309
AVIL	NM_006576	NP_006567	819
AVL9	NM_015060	NP_055875	648
AVP	NM_000490	NP_000481	164
AVPR1A	NM_000706	NP_000697	418
AVPR1B	NM_000707	NP_000698	424
AVPR2	NM_000054	NP_000045	371
AWAT1	NM_001013579	NP_001013597	328
AWAT2	NM_001002254	NP_001002254	333
AXDND1	NM_144696	NP_653297	1012
AXIN1	NM_003502	NP_003493	862
AXIN2	NM_004655	NP_004646	843
AXL	NM_021913	NP_068713	894
AZGP1	NM_001185	NP_001176	298
AZI1	NM_014984	NP_055799	1080
AZI2	NM_022461	NP_071906	392
AZIN1	NM_015878	NP_056962	448
AZU1	NM_001700	NP_001691	251
B2M	NM_004048	NP_004039	119
B3GALNT1	NM_003781	NP_003772	331
B3GALNT2	NM_152490	NP_689703	500
B3GALT1	NM_020981	NP_066191	326
B3GALT2	NM_003783	NP_003774	422
B3GALT4	NM_003782	NP_003773	378
B3GALT5	NM_033170	NP_149360	310
B3GALT6	NM_080605	NP_542172	329
B3GALTL	NM_194318	NP_919299	498
B3GAT1	NM_018644	NP_061114	334
B3GAT2	NM_080742	NP_542780	323
B3GAT3	NM_012200	NP_036332	335
B3GNT1	NM_006876	NP_006867	415
B3GNT2	NM_006577	NP_006568	397
B3GNT3	NM_014256	NP_055071	372
B3GNT4	NM_030765	NP_110392	378
B3GNT5	NM_032047	NP_114436	378
B3GNT6	NM_138706	NP_619651	384
B3GNT7	NM_145236	NP_660279	401
B3GNT8	NM_198540	NP_940942	397
B3GNT9	NM_033309	NP_171608	402
B3GNTL1	NM_001009905	NP_001009905	361
B4GALNT1	NM_001478	NP_001469	533
B4GALNT2	NM_153446	NP_703147	566
B4GALNT3	NM_173593	NP_775864	998
B4GALNT4	NM_178537	NP_848632	1039
B4GALT1	NM_001497	NP_001488	398
B4GALT2	NM_030587	NP_085076	401
B4GALT3	NM_001199873	NP_001186802	393
B4GALT4	NM_003778	NP_003769	344
B4GALT5	NM_004776	NP_004767	388
B4GALT6	NM_004775	NP_004766	382
B4GALT7	NM_007255	NP_009186	327
B9D1	NM_015681	NP_056496	204
B9D2	NM_030578	NP_085055	175
BAALC	NM_024812	NP_079088	145
BAAT	NM_001701	NP_001692	418
BABAM1	NM_001033549	NP_001028721	329
BACE1	NM_012104	NP_036236	501
BACE2	NM_012105	NP_036237	518
BACH1	NM_001186	NP_001177	736
BACH2	NM_021813	NP_068585	841
BAD	NM_004322	NP_004313	168
BAG1	NM_004323	NP_004314	345
BAG2	NM_004282	NP_004273	211
BAG3	NM_004281	NP_004272	575
BAG4	NM_004874	NP_004865	457
BAG5	NM_001015049	NP_001015049	488
BAG6	NM_004639	NP_004630	1132
BAHCC1	NM_001080519	NP_001073988	2608
BAHD1	NM_014952	NP_055767	780
BAI1	NM_001702	NP_001693	1584
BAI2	NM_001703	NP_001694	1585
BAI3	NM_001704	NP_001695	1522
BAIAP2	NM_017451	NP_059345	552
BAIAP2L1	NM_018842	NP_061330	511
BAIAP2L2	NM_025045	NP_079321	529
BAIAP3	NM_003933	NP_003924	1187
BAK1	NM_001188	NP_001179	211
BAMBI	NM_012342	NP_036474	260
BANF1	NM_003860	NP_003851	89
BANF2	NM_001159495	NP_001152967	97
BANP	NM_001173543	NP_001167014	519
BAP1	NM_004656	NP_004647	729
BARD1	NM_000465	NP_000456	777
BARHL1	NM_020064	NP_064448	327
BARHL2	NM_020063	NP_064447	387
BARX1	NM_021570	NP_067545	254
BARX2	NM_003658	NP_003649	279
BATF	NM_006399	NP_006390	125
BATF2	NM_138456	NP_612465	274
BATF3	NM_018664	NP_061134	127
BAX	NM_004324	NP_004315	218
BAZ1A	NM_013448	NP_038476	1556
BAZ1B	NM_032408	NP_115784	1483
BAZ2A	NM_013449	NP_038477	1905
BAZ2B	NM_013450	NP_038478	2168
BBOX1	NM_003986	NP_003977	387
BBS10	NM_024685	NP_078961	723
BBS12	NM_001178007	NP_001171478	710
BBS4	NM_033028	NP_149017	519
BBS5	NM_152384	NP_689597	341
BBS9	NM_198428	NP_940820	887
BBX	NM_001142568	NP_001136040	941
